,gender,path,AgeGroup
502,male,wiki_crop/34/1386234_1952-04-25_2004.jpg,"(48, 53)"
504,female,wiki_crop/48/2910948_1970-08-04_2009.jpg,"(38, 43)"
505,male,wiki_crop/14/151514_1911-08-12_1964.jpg,"(48, 53)"
507,male,wiki_crop/77/24171777_1992-08-20_2009.jpg,"(15, 20)"
508,male,wiki_crop/98/46974698_1942-02-22_1968.jpg,"(25, 32)"
509,male,wiki_crop/87/2889987_1962-04-19_2005.jpg,"(38, 43)"
512,female,wiki_crop/25/4431225_1986-12-14_2005.jpg,"(15, 20)"
513,male,wiki_crop/59/598459_1963-06-17_2012.jpg,"(48, 53)"
514,male,wiki_crop/66/30733366_1991-01-03_2010.jpg,"(15, 20)"
515,male,wiki_crop/37/1494037_1920-06-05_1950.jpg,"(25, 32)"
517,male,wiki_crop/73/44091973_1987-01-18_2015.jpg,"(25, 32)"
519,male,wiki_crop/55/9835555_1973-04-10_2004.jpg,"(25, 32)"
520,female,wiki_crop/83/32234783_1987-01-04_2014.jpg,"(25, 32)"
521,male,wiki_crop/19/2308119_1957-09-26_2011.jpg,"(48, 53)"
522,male,wiki_crop/14/10314814_1982-11-08_2010.jpg,"(25, 32)"
525,female,wiki_crop/39/6529739_1943-11-17_1970.jpg,"(25, 32)"
526,male,wiki_crop/68/422568_1952-12-14_2013.jpg,"(60, 100)"
527,male,wiki_crop/71/1872571_1983-12-12_2009.jpg,"(25, 32)"
528,female,wiki_crop/43/431543_1965-02-03_2015.jpg,"(48, 53)"
529,male,wiki_crop/73/37985373_1988-12-05_2014.jpg,"(25, 32)"
531,female,wiki_crop/87/36178187_1981-01-31_2011.jpg,"(25, 32)"
533,male,wiki_crop/54/659254_1936-08-08_2009.jpg,"(60, 100)"
534,male,wiki_crop/85/890885_1963-08-23_2014.jpg,"(48, 53)"
535,male,wiki_crop/88/1202988_1947-05-26_2009.jpg,"(60, 100)"
536,female,wiki_crop/57/8699657_1988-12-21_2007.jpg,"(15, 20)"
537,male,wiki_crop/49/25418449_1992-10-05_2012.jpg,"(15, 20)"
538,male,wiki_crop/77/665577_1935-01-03_2009.jpg,"(60, 100)"
541,male,wiki_crop/00/18763900_1943-01-23_2008.jpg,"(60, 100)"
543,male,wiki_crop/10/1292210_1966-11-28_2008.jpg,"(38, 43)"
545,male,wiki_crop/91/5409991_1988-03-21_2014.jpg,"(25, 32)"
546,male,wiki_crop/79/22577679_1987-06-11_2013.jpg,"(25, 32)"
548,female,wiki_crop/24/46359124_1991-06-21_2011.jpg,"(15, 20)"
550,male,wiki_crop/87/16188987_1961-05-08_2011.jpg,"(48, 53)"
551,male,wiki_crop/30/11530_1976-07-09_1989.jpg,"(8, 12)"
