,Unnamed: 0,gender,path,AgeGroup
30,44,male,wiki_crop/99/2592299_1963-05-23_2014.jpg,"(48, 53)"
31,17856,female,wiki_crop/47/8322947_1981-07-30_2012.jpg,"(25, 32)"
32,27598,male,wiki_crop/53/32752453_1992-01-20_2013.jpg,"(15, 20)"
33,25289,male,wiki_crop/99/21463899_1990-08-10_2011.jpg,"(15, 20)"
34,9201,male,wiki_crop/92/6156792_1981-02-08_2007.jpg,"(25, 32)"
35,8093,male,wiki_crop/17/41699817_1945-09-22_1971.jpg,"(25, 32)"
36,37632,male,wiki_crop/42/641742_1936-04-12_2008.jpg,"(60, 100)"
37,8413,male,wiki_crop/69/36291769_1951-01-07_1972.jpg,"(15, 20)"
38,38069,male,wiki_crop/25/42518525_1983-06-19_2013.jpg,"(25, 32)"
39,7767,female,wiki_crop/71/27164771_1990-09-17_2009.jpg,"(15, 20)"
40,20496,female,wiki_crop/06/149006_1941-04-08_2014.jpg,"(60, 100)"
41,1329,male,wiki_crop/50/36547250_1972-11-14_2014.jpg,"(38, 43)"
42,25177,male,wiki_crop/15/307715_1927-02-02_1958.jpg,"(25, 32)"
43,17124,male,wiki_crop/21/3606121_1977-05-06_2009.jpg,"(25, 32)"
44,10688,male,wiki_crop/62/1410862_1956-08-11_2010.jpg,"(48, 53)"
45,22663,female,wiki_crop/75/612675_1941-08-15_2010.jpg,"(60, 100)"
46,28514,male,wiki_crop/98/8654898_1979-05-14_2009.jpg,"(25, 32)"
47,3913,male,wiki_crop/02/6748002_1946-11-12_2010.jpg,"(60, 100)"
48,36891,female,wiki_crop/07/27981607_1960-07-08_2009.jpg,"(48, 53)"
49,38147,male,wiki_crop/44/640144_1962-01-23_2013.jpg,"(48, 53)"
50,26385,male,wiki_crop/72/1402672_1983-10-12_2014.jpg,"(25, 32)"
51,24686,female,wiki_crop/83/38486283_1947-03-15_1964.jpg,"(15, 20)"
52,8124,male,wiki_crop/07/5895307_1986-12-16_2014.jpg,"(25, 32)"
53,37317,male,wiki_crop/87/646487_1918-05-09_1957.jpg,"(38, 43)"
54,9417,male,wiki_crop/03/44903_1921-03-11_1971.jpg,"(48, 53)"
55,39247,female,wiki_crop/40/1723540_1955-12-08_2009.jpg,"(48, 53)"
56,34458,male,wiki_crop/86/5171086_1978-01-15_2009.jpg,"(25, 32)"
57,26882,male,wiki_crop/19/965919_1936-05-23_1989.jpg,"(48, 53)"
58,27334,male,wiki_crop/75/36347975_1984-05-14_2012.jpg,"(25, 32)"
59,22937,male,wiki_crop/71/4274271_1984-02-20_2010.jpg,"(25, 32)"
60,29939,male,wiki_crop/12/25854312_1968-05-02_2010.jpg,"(38, 43)"
61,5948,male,wiki_crop/23/528023_1970-01-15_2009.jpg,"(38, 43)"
62,32604,male,wiki_crop/87/28156087_1990-08-01_2011.jpg,"(15, 20)"
63,21019,male,wiki_crop/11/25762111_1921-04-20_1961.jpg,"(38, 43)"
64,18667,male,wiki_crop/54/28260854_1981-07-16_2014.jpg,"(25, 32)"
65,7468,male,wiki_crop/28/42583728_1980-07-09_2013.jpg,"(25, 32)"
66,33968,male,wiki_crop/25/589725_1971-03-27_2014.jpg,"(38, 43)"
67,26672,female,wiki_crop/66/22361366_1971-06-24_2012.jpg,"(38, 43)"
68,9587,male,wiki_crop/33/14909833_1942-04-23_2010.jpg,"(60, 100)"
69,2692,male,wiki_crop/24/46626324_1965-01-09_2015.jpg,"(48, 53)"
70,36114,female,wiki_crop/96/1844896_1923-09-18_1991.jpg,"(60, 100)"
71,38941,male,wiki_crop/78/574578_1931-06-28_2007.jpg,"(60, 100)"
72,16854,male,wiki_crop/38/1213038_1945-03-09_1972.jpg,"(25, 32)"
73,24565,male,wiki_crop/82/42152982_1929-12-24_2007.jpg,"(60, 100)"
74,1129,female,wiki_crop/17/52517_1934-10-07_1964.jpg,"(25, 32)"
75,12219,female,wiki_crop/95/26365395_1965-06-19_2008.jpg,"(38, 43)"
76,7509,female,wiki_crop/27/6081327_1979-06-14_2007.jpg,"(25, 32)"
77,19546,male,wiki_crop/38/12283138_1960-07-09_2010.jpg,"(48, 53)"
78,20719,male,wiki_crop/17/113617_1946-02-26_2009.jpg,"(60, 100)"
79,34833,male,wiki_crop/48/4476548_1962-07-24_2014.jpg,"(48, 53)"
80,32611,male,wiki_crop/80/9076080_1971-09-21_2011.jpg,"(38, 43)"
81,2704,female,wiki_crop/96/25468896_1993-10-18_2014.jpg,"(15, 20)"
82,24109,female,wiki_crop/84/846184_1937-10-15_2014.jpg,"(60, 100)"
83,3972,male,wiki_crop/64/22003764_1986-11-03_2013.jpg,"(25, 32)"
84,28151,male,wiki_crop/26/23797926_1988-04-10_2014.jpg,"(25, 32)"
85,14376,male,wiki_crop/00/10870400_1971-06-28_2013.jpg,"(38, 43)"
86,31981,female,wiki_crop/58/43796358_1985-07-30_2011.jpg,"(25, 32)"
87,15133,female,wiki_crop/66/6732166_1957-10-16_1983.jpg,"(25, 32)"
88,34446,female,wiki_crop/96/956396_1929-11-02_1973.jpg,"(38, 43)"
89,38926,female,wiki_crop/10/3403910_1982-07-10_2009.jpg,"(25, 32)"
90,26089,male,wiki_crop/88/22283388_1983-05-11_2009.jpg,"(25, 32)"
91,15468,male,wiki_crop/20/38565120_1994-02-20_2014.jpg,"(15, 20)"
92,6259,female,wiki_crop/12/14069912_1957-11-25_1990.jpg,"(25, 32)"
93,37908,male,wiki_crop/01/512901_1963-10-29_2012.jpg,"(48, 53)"
94,19447,female,wiki_crop/33/25020333_1974-04-16_2015.jpg,"(38, 43)"
95,23828,female,wiki_crop/03/40249703_1995-05-11_2015.jpg,"(15, 20)"
96,29001,female,wiki_crop/48/31249148_1992-06-21_2011.jpg,"(15, 20)"
97,30342,female,wiki_crop/74/6368074_1982-03-09_2015.jpg,"(25, 32)"
98,1783,male,wiki_crop/68/22688668_1981-06-28_2010.jpg,"(25, 32)"
99,36889,male,wiki_crop/57/8687957_1931-02-16_2007.jpg,"(60, 100)"
100,18001,male,wiki_crop/85/1023585_1974-07-26_2007.jpg,"(25, 32)"
101,30842,male,wiki_crop/81/24517681_1980-08-01_2010.jpg,"(25, 32)"
102,27355,male,wiki_crop/03/24053103_1907-05-01_1994.jpg,"(60, 100)"
103,31497,male,wiki_crop/01/27364101_1983-11-28_2012.jpg,"(25, 32)"
104,3778,female,wiki_crop/86/41532986_1995-02-23_2012.jpg,"(15, 20)"
105,14593,female,wiki_crop/20/721220_1950-12-13_2012.jpg,"(60, 100)"
106,22094,male,wiki_crop/21/13079521_1978-08-22_2011.jpg,"(25, 32)"
107,28856,female,wiki_crop/40/6243340_1946-02-17_2012.jpg,"(60, 100)"
108,10205,male,wiki_crop/06/3732906_1988-05-02_2014.jpg,"(25, 32)"
109,34581,male,wiki_crop/87/804587_1937-03-03_1949.jpg,"(8, 12)"
110,11332,male,wiki_crop/07/44971907_1941-11-25_2012.jpg,"(60, 100)"
111,7428,male,wiki_crop/92/41344492_1966-09-01_1986.jpg,"(15, 20)"
112,10051,female,wiki_crop/78/610178_1961-12-19_2012.jpg,"(48, 53)"
113,8763,female,wiki_crop/64/17944164_1983-01-26_2014.jpg,"(25, 32)"
114,15482,female,wiki_crop/87/1913987_1980-04-13_2009.jpg,"(25, 32)"
115,16055,female,wiki_crop/18/6447718_1919-11-04_2008.jpg,"(60, 100)"
116,22300,male,wiki_crop/40/100840_1948-09-24_1978.jpg,"(25, 32)"
117,36390,male,wiki_crop/17/7701317_1974-07-11_2007.jpg,"(25, 32)"
118,2108,male,wiki_crop/68/2686268_1983-08-18_2012.jpg,"(25, 32)"
119,26042,male,wiki_crop/90/164390_1940-01-22_2015.jpg,"(60, 100)"
120,40054,male,wiki_crop/85/12201685_1984-08-20_2012.jpg,"(25, 32)"
121,12553,male,wiki_crop/55/7466355_1972-03-18_2013.jpg,"(38, 43)"
122,27960,male,wiki_crop/04/30612404_1985-07-17_2011.jpg,"(25, 32)"
123,39426,male,wiki_crop/93/1631693_1913-10-27_2009.jpg,"(60, 100)"
124,27414,female,wiki_crop/84/9147584_1960-07-22_2010.jpg,"(48, 53)"
125,24136,male,wiki_crop/69/21284369_1977-11-08_2008.jpg,"(25, 32)"
126,39332,male,wiki_crop/05/16317705_1981-05-10_2008.jpg,"(25, 32)"
127,30107,male,wiki_crop/72/22157272_1987-07-25_2014.jpg,"(25, 32)"
128,34306,male,wiki_crop/46/1257746_1927-04-10_2009.jpg,"(60, 100)"
129,9435,male,wiki_crop/84/9371284_1979-06-12_2008.jpg,"(25, 32)"
130,32157,female,wiki_crop/53/1183753_1901-07-01_1952.jpg,"(48, 53)"
131,7864,female,wiki_crop/69/691869_1968-11-25_2010.jpg,"(38, 43)"
132,3279,male,wiki_crop/88/45331688_1981-01-17_2011.jpg,"(25, 32)"
133,13860,male,wiki_crop/31/13664731_1965-03-24_2009.jpg,"(38, 43)"
134,30852,female,wiki_crop/32/4211832_1980-08-18_2008.jpg,"(25, 32)"
135,10213,male,wiki_crop/78/40681378_1984-01-09_2014.jpg,"(25, 32)"
136,21396,female,wiki_crop/90/35362190_1994-04-12_2014.jpg,"(15, 20)"
137,36355,male,wiki_crop/59/1131959_1965-06-30_2008.jpg,"(38, 43)"
138,9428,male,wiki_crop/03/21492103_1990-06-02_2007.jpg,"(15, 20)"
139,34427,male,wiki_crop/95/18724795_1958-03-12_2011.jpg,"(48, 53)"
140,38279,male,wiki_crop/86/2643786_1982-03-01_2009.jpg,"(25, 32)"
141,39259,male,wiki_crop/84/32343084_1930-08-10_2015.jpg,"(60, 100)"
142,22659,female,wiki_crop/33/50133_1938-03-14_1968.jpg,"(25, 32)"
143,34843,male,wiki_crop/46/874246_1946-05-04_2000.jpg,"(48, 53)"
144,21749,female,wiki_crop/99/25834099_1981-07-12_2013.jpg,"(25, 32)"
145,7124,female,wiki_crop/43/865743_1960-06-28_2009.jpg,"(48, 53)"
146,3170,male,wiki_crop/06/45097906_1972-03-21_2012.jpg,"(38, 43)"
147,24893,male,wiki_crop/49/8000249_1980-01-17_2008.jpg,"(25, 32)"
148,29198,male,wiki_crop/77/3111677_1941-08-17_2006.jpg,"(60, 100)"
149,5521,male,wiki_crop/63/33773063_1975-10-27_2014.jpg,"(38, 43)"
150,24786,female,wiki_crop/10/554610_1936-06-28_1956.jpg,"(15, 20)"
151,39938,male,wiki_crop/64/7328164_1929-04-24_1960.jpg,"(25, 32)"
152,32714,male,wiki_crop/20/5483620_1981-08-26_2009.jpg,"(25, 32)"
153,11861,male,wiki_crop/97/210597_1882-10-05_1945.jpg,"(60, 100)"
154,30456,male,wiki_crop/36/524636_1961-04-08_2012.jpg,"(48, 53)"
155,39721,male,wiki_crop/69/23889169_1966-11-04_2009.jpg,"(38, 43)"
156,39416,male,wiki_crop/06/9382506_1982-04-30_2010.jpg,"(25, 32)"
157,27644,male,wiki_crop/28/7651328_1979-06-16_2010.jpg,"(25, 32)"
158,3316,male,wiki_crop/02/13087702_1982-02-08_2012.jpg,"(25, 32)"
159,31361,female,wiki_crop/04/88704_1955-06-06_2006.jpg,"(48, 53)"
160,19095,male,wiki_crop/15/16315_1904-03-26_1984.jpg,"(60, 100)"
161,6489,female,wiki_crop/24/36717524_1932-08-10_1952.jpg,"(15, 20)"
162,9615,male,wiki_crop/24/2067724_1976-11-19_2009.jpg,"(25, 32)"
163,8473,female,wiki_crop/01/2194101_1980-08-05_2011.jpg,"(25, 32)"
164,1747,male,wiki_crop/52/21287352_1977-04-24_2008.jpg,"(25, 32)"
165,20907,male,wiki_crop/55/7391455_1930-09-10_1962.jpg,"(25, 32)"
166,2442,male,wiki_crop/24/345424_1942-05-17_2005.jpg,"(60, 100)"
167,3098,male,wiki_crop/09/40384209_1995-02-05_2015.jpg,"(15, 20)"
168,21373,female,wiki_crop/47/44401347_1994-06-18_2015.jpg,"(15, 20)"
169,1401,male,wiki_crop/57/152157_1945-03-03_2015.jpg,"(60, 100)"
170,36079,male,wiki_crop/88/614588_1936-02-08_2009.jpg,"(60, 100)"
171,35091,female,wiki_crop/25/43825625_1992-01-31_2013.jpg,"(15, 20)"
172,13515,male,wiki_crop/77/1723677_1967-03-18_1984.jpg,"(15, 20)"
173,32697,male,wiki_crop/61/4986761_1985-01-25_2012.jpg,"(25, 32)"
174,2130,male,wiki_crop/03/23394103_1987-06-23_2014.jpg,"(25, 32)"
175,16514,male,wiki_crop/03/7296803_1982-12-21_2013.jpg,"(25, 32)"
176,4346,female,wiki_crop/10/5362310_1979-02-19_2010.jpg,"(25, 32)"
177,17995,male,wiki_crop/86/24890686_1988-10-12_2008.jpg,"(15, 20)"
178,21109,male,wiki_crop/24/1078824_1955-08-09_2008.jpg,"(48, 53)"
179,1314,male,wiki_crop/42/461342_1940-07-28_2012.jpg,"(60, 100)"
180,29445,female,wiki_crop/34/21692334_1981-12-16_2011.jpg,"(25, 32)"
181,25511,male,wiki_crop/33/24883133_1913-06-11_1953.jpg,"(38, 43)"
182,8367,female,wiki_crop/49/20547249_1989-02-16_2010.jpg,"(15, 20)"
183,3075,male,wiki_crop/02/5959602_1978-06-10_2009.jpg,"(25, 32)"
184,39967,female,wiki_crop/26/9353926_1990-11-18_2008.jpg,"(15, 20)"
185,36830,male,wiki_crop/62/37957562_1884-12-14_1945.jpg,"(60, 100)"
186,13166,male,wiki_crop/48/43508548_1981-11-18_2014.jpg,"(25, 32)"
187,27908,male,wiki_crop/29/27420929_1983-09-10_2014.jpg,"(25, 32)"
188,12871,female,wiki_crop/78/299078_1934-03-25_2011.jpg,"(60, 100)"
189,22154,female,wiki_crop/13/846813_1922-09-19_2007.jpg,"(60, 100)"
190,6511,female,wiki_crop/08/7316408_1910-12-07_1993.jpg,"(60, 100)"
191,12272,male,wiki_crop/42/22846942_1922-03-02_1962.jpg,"(38, 43)"
192,23531,male,wiki_crop/03/9000703_1982-07-16_2008.jpg,"(25, 32)"
193,5969,male,wiki_crop/06/255206_1886-10-25_1952.jpg,"(60, 100)"
194,19863,male,wiki_crop/86/789386_1976-07-27_2007.jpg,"(25, 32)"
195,8920,male,wiki_crop/66/2338166_1963-10-31_2013.jpg,"(48, 53)"
196,4236,male,wiki_crop/62/5409962_1986-01-28_2014.jpg,"(25, 32)"
197,36689,male,wiki_crop/14/43744914_1981-08-11_2012.jpg,"(25, 32)"
198,17521,male,wiki_crop/51/39367651_1910-04-12_2013.jpg,"(60, 100)"
199,35057,male,wiki_crop/49/5126749_1975-11-26_2015.jpg,"(38, 43)"
200,38922,male,wiki_crop/30/4426930_1973-07-23_2015.jpg,"(38, 43)"
201,10024,female,wiki_crop/90/38522390_1992-10-01_2012.jpg,"(15, 20)"
202,3904,male,wiki_crop/13/36606313_1985-02-13_2014.jpg,"(25, 32)"
203,27010,male,wiki_crop/93/28699293_1957-04-26_2009.jpg,"(48, 53)"
204,40091,male,wiki_crop/45/25380845_1943-07-25_2010.jpg,"(60, 100)"
205,2476,male,wiki_crop/38/1490138_1977-02-19_2006.jpg,"(25, 32)"
206,18041,female,wiki_crop/59/18600259_1982-02-28_2010.jpg,"(25, 32)"
207,3425,female,wiki_crop/10/2517010_1981-05-31_2010.jpg,"(25, 32)"
208,23517,female,wiki_crop/21/1797921_1982-02-28_2009.jpg,"(25, 32)"
209,32523,male,wiki_crop/67/13414867_1951-03-26_1984.jpg,"(25, 32)"
210,16717,female,wiki_crop/43/39837343_1954-04-12_1966.jpg,"(8, 12)"
211,14388,male,wiki_crop/14/9385614_1989-07-01_2007.jpg,"(15, 20)"
212,4554,male,wiki_crop/08/5750108_1940-09-08_1969.jpg,"(25, 32)"
213,14461,male,wiki_crop/34/4222934_1942-08-30_2007.jpg,"(60, 100)"
214,23521,male,wiki_crop/04/24404304_1959-02-27_2013.jpg,"(48, 53)"
215,36584,male,wiki_crop/76/1355776_1970-08-24_2013.jpg,"(38, 43)"
216,36624,male,wiki_crop/22/409222_1936-01-02_1975.jpg,"(38, 43)"
217,33993,male,wiki_crop/63/43013663_1996-03-15_2014.jpg,"(15, 20)"
218,36944,male,wiki_crop/56/13043156_1880-01-18_1944.jpg,"(60, 100)"
219,11720,male,wiki_crop/73/36733073_1992-01-02_2012.jpg,"(15, 20)"
220,31710,male,wiki_crop/43/40956443_1950-06-03_2011.jpg,"(60, 100)"
221,34078,female,wiki_crop/40/15036540_1941-12-06_2012.jpg,"(60, 100)"
222,16922,male,wiki_crop/28/35759328_1986-11-20_2014.jpg,"(25, 32)"
223,22078,male,wiki_crop/63/4762663_1983-03-02_2013.jpg,"(25, 32)"
224,5315,male,wiki_crop/59/6873059_1956-09-19_2008.jpg,"(48, 53)"
225,34199,male,wiki_crop/81/1220681_1939-08-27_2008.jpg,"(60, 100)"
226,19407,male,wiki_crop/96/2312896_1966-04-06_2008.jpg,"(38, 43)"
227,5582,female,wiki_crop/80/40563680_1986-09-10_2012.jpg,"(25, 32)"
228,3539,female,wiki_crop/82/17242282_1957-12-08_1975.jpg,"(15, 20)"
229,9766,male,wiki_crop/43/252543_1948-07-06_2011.jpg,"(60, 100)"
230,26105,male,wiki_crop/36/615836_1931-10-13_1963.jpg,"(25, 32)"
231,33608,male,wiki_crop/45/31542945_1957-05-22_2009.jpg,"(48, 53)"
232,19165,male,wiki_crop/79/31098079_1974-08-16_2014.jpg,"(38, 43)"
233,6011,male,wiki_crop/02/1650502_1957-10-13_2007.jpg,"(48, 53)"
234,22393,male,wiki_crop/30/2633030_1934-11-14_2006.jpg,"(60, 100)"
235,3884,male,wiki_crop/09/31160609_1973-08-18_2014.jpg,"(38, 43)"
236,30347,male,wiki_crop/16/30996616_1972-12-22_2011.jpg,"(38, 43)"
237,38003,male,wiki_crop/08/5912708_1983-05-28_2010.jpg,"(25, 32)"
238,39798,male,wiki_crop/37/43923137_1987-06-25_2013.jpg,"(25, 32)"
239,26702,male,wiki_crop/04/438904_1973-11-30_2015.jpg,"(38, 43)"
240,30674,female,wiki_crop/44/476044_1960-11-05_2013.jpg,"(48, 53)"
241,17525,male,wiki_crop/95/13294095_1963-02-26_2012.jpg,"(48, 53)"
242,2415,male,wiki_crop/66/33650766_1935-05-24_2009.jpg,"(60, 100)"
243,219,male,wiki_crop/23/10282423_1929-04-08_2014.jpg,"(60, 100)"
244,33559,female,wiki_crop/75/26188975_1983-06-03_2009.jpg,"(25, 32)"
245,21845,female,wiki_crop/97/21090197_1940-04-08_1968.jpg,"(25, 32)"
246,37418,male,wiki_crop/93/32189993_1992-07-24_2013.jpg,"(15, 20)"
247,21486,female,wiki_crop/39/27630639_1994-09-12_2013.jpg,"(15, 20)"
248,3813,female,wiki_crop/31/13003031_1983-07-12_2012.jpg,"(25, 32)"
249,2409,male,wiki_crop/54/64454_1935-10-07_2012.jpg,"(60, 100)"
250,17748,male,wiki_crop/28/34012328_1915-11-17_1944.jpg,"(25, 32)"
251,10958,male,wiki_crop/62/42669662_1993-04-02_2014.jpg,"(15, 20)"
252,4438,male,wiki_crop/91/16462691_1916-05-07_2008.jpg,"(60, 100)"
253,4500,male,wiki_crop/17/10000217_1981-05-05_2009.jpg,"(25, 32)"
254,4608,female,wiki_crop/11/34795911_1961-05-10_2010.jpg,"(48, 53)"
255,24459,male,wiki_crop/91/29332691_1957-12-24_1978.jpg,"(15, 20)"
256,32226,male,wiki_crop/83/68283_1934-11-23_2006.jpg,"(60, 100)"
257,19796,male,wiki_crop/05/41435705_1995-01-29_2014.jpg,"(15, 20)"
258,30974,male,wiki_crop/68/46359468_1873-08-23_1950.jpg,"(60, 100)"
259,28778,male,wiki_crop/83/12653283_1949-04-25_2013.jpg,"(60, 100)"
260,15443,male,wiki_crop/23/38907823_1987-05-14_2006.jpg,"(15, 20)"
261,36194,male,wiki_crop/23/26707723_1983-08-20_2011.jpg,"(25, 32)"
262,31842,male,wiki_crop/84/58684_1962-09-01_2012.jpg,"(48, 53)"
263,16774,male,wiki_crop/53/140453_1914-01-15_1975.jpg,"(60, 100)"
264,5358,male,wiki_crop/43/2758743_1959-04-18_2009.jpg,"(48, 53)"
265,10022,male,wiki_crop/67/19566467_1988-07-15_2014.jpg,"(25, 32)"
266,39684,male,wiki_crop/47/18602447_1907-08-28_1957.jpg,"(48, 53)"
267,35286,male,wiki_crop/98/6217898_1970-12-08_2013.jpg,"(38, 43)"
268,6454,male,wiki_crop/77/26025777_1919-10-26_2011.jpg,"(60, 100)"
269,19290,male,wiki_crop/90/2734490_1936-12-23_2006.jpg,"(60, 100)"
270,6318,male,wiki_crop/79/1967979_1923-12-10_2009.jpg,"(60, 100)"
271,16967,male,wiki_crop/23/30211623_1993-04-01_2011.jpg,"(15, 20)"
272,38047,male,wiki_crop/16/1136916_1918-12-15_1958.jpg,"(38, 43)"
273,10983,male,wiki_crop/88/43780888_1996-10-05_2014.jpg,"(15, 20)"
274,20772,male,wiki_crop/39/6156439_1982-08-22_2012.jpg,"(25, 32)"
275,38062,male,wiki_crop/68/43192268_1985-09-04_2011.jpg,"(25, 32)"
276,23082,male,wiki_crop/14/7362114_1948-09-29_2009.jpg,"(60, 100)"
277,34631,female,wiki_crop/90/9271090_1896-10-13_2007.jpg,"(60, 100)"
278,16773,male,wiki_crop/45/424645_1978-03-22_2007.jpg,"(25, 32)"
279,10883,female,wiki_crop/09/21881809_1997-08-10_2015.jpg,"(15, 20)"
280,14103,female,wiki_crop/29/355829_1944-03-02_2010.jpg,"(60, 100)"
281,202,female,wiki_crop/58/1170158_1943-08-10_1971.jpg,"(25, 32)"
282,4138,male,wiki_crop/66/30928566_1924-07-30_2001.jpg,"(60, 100)"
283,27250,male,wiki_crop/22/20799022_1975-04-10_2008.jpg,"(25, 32)"
284,23878,male,wiki_crop/79/3438779_1892-05-18_1943.jpg,"(48, 53)"
285,39845,male,wiki_crop/59/4131659_1982-11-04_2008.jpg,"(25, 32)"
286,942,male,wiki_crop/80/1556580_1934-09-29_2010.jpg,"(60, 100)"
287,34198,male,wiki_crop/96/1271796_1943-04-09_1971.jpg,"(25, 32)"
288,19864,male,wiki_crop/97/4571997_1916-08-20_2004.jpg,"(60, 100)"
289,13838,male,wiki_crop/91/18707391_1988-08-25_2009.jpg,"(15, 20)"
290,4794,female,wiki_crop/45/46804145_1994-05-25_2014.jpg,"(15, 20)"
291,2176,male,wiki_crop/97/15525897_1981-08-01_2008.jpg,"(25, 32)"
292,23017,male,wiki_crop/60/294260_1968-11-18_2011.jpg,"(38, 43)"
293,10638,female,wiki_crop/07/98607_1982-12-30_2013.jpg,"(25, 32)"
294,16794,male,wiki_crop/90/8458590_1978-09-28_2010.jpg,"(25, 32)"
295,3628,male,wiki_crop/06/6848306_1871-09-02_1944.jpg,"(60, 100)"
296,4192,male,wiki_crop/23/19970923_1990-11-03_2010.jpg,"(15, 20)"
297,7213,male,wiki_crop/26/33885626_1904-07-10_1958.jpg,"(48, 53)"
298,11911,male,wiki_crop/75/1335475_1968-11-10_2010.jpg,"(38, 43)"
299,10079,male,wiki_crop/37/28885037_1993-10-04_2010.jpg,"(15, 20)"
300,16063,male,wiki_crop/13/199513_1889-05-25_1950.jpg,"(60, 100)"
301,21231,male,wiki_crop/36/31383036_1991-11-08_2012.jpg,"(15, 20)"
302,36810,male,wiki_crop/62/42716762_1984-03-08_2013.jpg,"(25, 32)"
303,25326,male,wiki_crop/15/1041815_1888-11-18_1988.jpg,"(60, 100)"
304,23881,male,wiki_crop/61/6153861_1960-12-15_2010.jpg,"(48, 53)"
305,7187,male,wiki_crop/33/155033_1906-01-15_1967.jpg,"(60, 100)"
306,30173,male,wiki_crop/17/558017_1950-09-16_1999.jpg,"(48, 53)"
307,35002,male,wiki_crop/93/46866293_1941-07-10_2006.jpg,"(60, 100)"
308,22922,male,wiki_crop/88/34577588_1978-05-30_2006.jpg,"(25, 32)"
309,33027,male,wiki_crop/84/3183484_1913-05-17_1993.jpg,"(60, 100)"
310,34857,female,wiki_crop/01/43136001_1992-12-07_2013.jpg,"(15, 20)"
311,12294,male,wiki_crop/94/3936094_1987-04-02_2015.jpg,"(25, 32)"
312,17566,male,wiki_crop/99/32881399_1981-10-27_2011.jpg,"(25, 32)"
313,28423,male,wiki_crop/51/2519051_1904-05-30_1943.jpg,"(38, 43)"
314,37594,female,wiki_crop/06/23549906_1978-11-01_2011.jpg,"(25, 32)"
315,15311,male,wiki_crop/59/205859_1933-05-03_2010.jpg,"(60, 100)"
316,21030,male,wiki_crop/86/42609186_1983-11-02_2014.jpg,"(25, 32)"
317,14032,female,wiki_crop/78/44948178_1912-04-12_1987.jpg,"(60, 100)"
318,39488,male,wiki_crop/47/30034447_1957-04-20_2011.jpg,"(48, 53)"
319,22312,male,wiki_crop/41/36539741_1968-10-14_2011.jpg,"(38, 43)"
320,21939,male,wiki_crop/50/1464550_1922-12-28_2010.jpg,"(60, 100)"
321,31355,male,wiki_crop/54/1340754_1942-10-19_2010.jpg,"(60, 100)"
322,35047,female,wiki_crop/68/33246368_1974-04-06_2014.jpg,"(38, 43)"
323,32577,female,wiki_crop/58/28138758_1994-05-25_2012.jpg,"(15, 20)"
324,28621,male,wiki_crop/04/43706704_1988-01-16_2015.jpg,"(25, 32)"
325,37596,male,wiki_crop/44/32358844_1980-07-19_2011.jpg,"(25, 32)"
