,Age,Gender,Path
83,"(15, 20)",Male,wiki_crop/84/9371284_1979-06-12_2008.jpg
84,"(25, 32)",Female,wiki_crop/69/691869_1968-11-25_2010.jpg
85,"(25, 32)",Male,wiki_crop/31/13664731_1965-03-24_2009.jpg
86,"(25, 32)",Female,wiki_crop/32/4211832_1980-08-18_2008.jpg
87,"(25, 32)",Male,wiki_crop/78/40681378_1984-01-09_2014.jpg
88,"(8, 12)",Female,wiki_crop/90/35362190_1994-04-12_2014.jpg
89,"(8, 12)",Male,wiki_crop/59/1131959_1965-06-30_2008.jpg
90,"(25, 32)",Female,wiki_crop/33/50133_1938-03-14_1968.jpg
91,"(25, 32)",Male,wiki_crop/46/874246_1946-05-04_2000.jpg
92,"(25, 32)",Female,wiki_crop/43/865743_1960-06-28_2009.jpg
93,"(25, 32)",Male,wiki_crop/06/45097906_1972-03-21_2012.jpg
94,"(25, 32)",Male,wiki_crop/49/8000249_1980-01-17_2008.jpg
95,"(25, 32)",Male,wiki_crop/63/33773063_1975-10-27_2014.jpg
96,"(15, 20)",Male,wiki_crop/10/554610_1936-06-28_1956.jpg
97,"(38, 43)",Male,wiki_crop/97/210597_1882-10-05_1945.jpg
98,"(25, 32)",Female,wiki_crop/04/88704_1955-06-06_2006.jpg
99,"(38, 43)",Male,wiki_crop/15/16315_1904-03-26_1984.jpg
100,"(25, 32)",Male,wiki_crop/24/36717524_1932-08-10_1952.jpg
101,"(25, 32)",Male,wiki_crop/24/2067724_1976-11-19_2009.jpg
102,"(25, 32)",Female,wiki_crop/01/2194101_1980-08-05_2011.jpg
103,"(25, 32)",Male,wiki_crop/52/21287352_1977-04-24_2008.jpg
104,"(25, 32)",Male,wiki_crop/55/7391455_1930-09-10_1962.jpg
105,"(25, 32)",Male,wiki_crop/09/40384209_1995-02-05_2015.jpg
106,"(38, 43)",Male,wiki_crop/57/152157_1945-03-03_2015.jpg
107,"(25, 32)",Female,wiki_crop/25/43825625_1992-01-31_2013.jpg
108,"(25, 32)",Male,wiki_crop/77/1723677_1967-03-18_1984.jpg
109,"(15, 20)",Male,wiki_crop/03/7296803_1982-12-21_2013.jpg
110,"(4, 6)",Female,wiki_crop/34/21692334_1981-12-16_2011.jpg
111,"(15, 20)",Male,wiki_crop/33/24883133_1913-06-11_1953.jpg
112,"(25, 32)",Female,wiki_crop/49/20547249_1989-02-16_2010.jpg
113,"(25, 32)",Male,wiki_crop/02/5959602_1978-06-10_2009.jpg
114,"(15, 20)",Female,wiki_crop/26/9353926_1990-11-18_2008.jpg
115,"(8, 12)",Male,wiki_crop/48/43508548_1981-11-18_2014.jpg
116,"(8, 12)",Male,wiki_crop/29/27420929_1983-09-10_2014.jpg
117,"(4, 6)",Female,wiki_crop/78/299078_1934-03-25_2011.jpg
118,"(60, 100)",Male,wiki_crop/42/22846942_1922-03-02_1962.jpg
119,"(15, 20)",Female,wiki_crop/03/9000703_1982-07-16_2008.jpg
120,"(38, 43)",Male,wiki_crop/86/789386_1976-07-27_2007.jpg
121,"(25, 32)",Male,wiki_crop/14/43744914_1981-08-11_2012.jpg
122,"(60, 100)",Male,wiki_crop/51/39367651_1910-04-12_2013.jpg
123,"(25, 32)",Male,wiki_crop/30/4426930_1973-07-23_2015.jpg
124,"(25, 32)",Female,wiki_crop/90/38522390_1992-10-01_2012.jpg
125,"(38, 43)",Male,wiki_crop/93/28699293_1957-04-26_2009.jpg
126,"(48, 53)",Male,wiki_crop/45/25380845_1943-07-25_2010.jpg
127,"(25, 32)",Male,wiki_crop/38/1490138_1977-02-19_2006.jpg
128,"(25, 32)",Male,wiki_crop/10/2517010_1981-05-31_2010.jpg
129,"(38, 43)",Male,wiki_crop/67/13414867_1951-03-26_1984.jpg
130,"(25, 32)",Male,wiki_crop/43/39837343_1954-04-12_1966.jpg
131,"(25, 32)",Male,wiki_crop/14/9385614_1989-07-01_2007.jpg
132,"(25, 32)",Male,wiki_crop/04/24404304_1959-02-27_2013.jpg
133,"(25, 32)",Female,wiki_crop/22/409222_1936-01-02_1975.jpg
134,"(4, 6)",Male,wiki_crop/63/43013663_1996-03-15_2014.jpg
135,"(25, 32)",Male,wiki_crop/56/13043156_1880-01-18_1944.jpg
136,"(15, 20)",Male,wiki_crop/73/36733073_1992-01-02_2012.jpg
137,"(60, 100)",Male,wiki_crop/43/40956443_1950-06-03_2011.jpg
138,"(8, 12)",Female,wiki_crop/40/15036540_1941-12-06_2012.jpg
139,"(38, 43)",Male,wiki_crop/81/1220681_1939-08-27_2008.jpg
140,"(25, 32)",Female,wiki_crop/80/40563680_1986-09-10_2012.jpg
141,"(8, 12)",Male,wiki_crop/43/252543_1948-07-06_2011.jpg
142,"(48, 53)",Male,wiki_crop/45/31542945_1957-05-22_2009.jpg
143,"(48, 53)",Male,wiki_crop/30/2633030_1934-11-14_2006.jpg
144,"(25, 32)",Male,wiki_crop/44/476044_1960-11-05_2013.jpg
145,"(25, 32)",Male,wiki_crop/95/13294095_1963-02-26_2012.jpg
146,"(4, 6)",Male,wiki_crop/97/21090197_1940-04-08_1968.jpg
147,"(25, 32)",Male,wiki_crop/93/32189993_1992-07-24_2013.jpg
148,"(8, 12)",Male,wiki_crop/39/27630639_1994-09-12_2013.jpg
149,"(38, 43)",Male,wiki_crop/54/64454_1935-10-07_2012.jpg
150,"(25, 32)",Male,wiki_crop/17/10000217_1981-05-05_2009.jpg
151,"(25, 32)",Female,wiki_crop/11/34795911_1961-05-10_2010.jpg
152,"(25, 32)",Male,wiki_crop/91/29332691_1957-12-24_1978.jpg
153,"(60, 100)",Male,wiki_crop/83/68283_1934-11-23_2006.jpg
154,"(25, 32)",Male,wiki_crop/68/46359468_1873-08-23_1950.jpg
155,"(25, 32)",Male,wiki_crop/23/38907823_1987-05-14_2006.jpg
156,"(8, 12)",Male,wiki_crop/23/26707723_1983-08-20_2011.jpg
157,"(48, 53)",Male,wiki_crop/84/58684_1962-09-01_2012.jpg
158,"(8, 12)",Male,wiki_crop/67/19566467_1988-07-15_2014.jpg
159,"(8, 12)",Male,wiki_crop/98/6217898_1970-12-08_2013.jpg
160,"(48, 53)",Male,wiki_crop/90/2734490_1936-12-23_2006.jpg
161,"(60, 100)",Male,wiki_crop/79/1967979_1923-12-10_2009.jpg
162,"(8, 12)",Male,wiki_crop/23/30211623_1993-04-01_2011.jpg
163,"(25, 32)",Male,wiki_crop/16/1136916_1918-12-15_1958.jpg
164,"(60, 100)",Male,wiki_crop/88/43780888_1996-10-05_2014.jpg
165,"(60, 100)",Male,wiki_crop/90/9271090_1896-10-13_2007.jpg
166,"(25, 32)",Male,wiki_crop/45/424645_1978-03-22_2007.jpg
167,"(8, 12)",Male,wiki_crop/09/21881809_1997-08-10_2015.jpg
168,"(25, 32)",Female,wiki_crop/29/355829_1944-03-02_2010.jpg
169,"(25, 32)",Female,wiki_crop/58/1170158_1943-08-10_1971.jpg
170,"(8, 12)",Male,wiki_crop/22/20799022_1975-04-10_2008.jpg
171,"(0, 2)",Male,wiki_crop/79/3438779_1892-05-18_1943.jpg
172,"(25, 32)",Male,wiki_crop/59/4131659_1982-11-04_2008.jpg
173,"(48, 53)",Male,wiki_crop/80/1556580_1934-09-29_2010.jpg
174,"(38, 43)",Male,wiki_crop/96/1271796_1943-04-09_1971.jpg
175,"(25, 32)",Female,wiki_crop/91/18707391_1988-08-25_2009.jpg
176,"(25, 32)",Male,wiki_crop/97/15525897_1981-08-01_2008.jpg
177,"(25, 32)",Male,wiki_crop/60/294260_1968-11-18_2011.jpg
178,"(15, 20)",Female,wiki_crop/07/98607_1982-12-30_2013.jpg
179,"(38, 43)",Male,wiki_crop/26/33885626_1904-07-10_1958.jpg
180,"(8, 12)",Female,wiki_crop/37/28885037_1993-10-04_2010.jpg
181,"(48, 53)",Male,wiki_crop/13/199513_1889-05-25_1950.jpg
182,"(25, 32)",Male,wiki_crop/62/42716762_1984-03-08_2013.jpg
183,"(38, 43)",Male,wiki_crop/61/6153861_1960-12-15_2010.jpg
184,"(38, 43)",Male,wiki_crop/33/155033_1906-01-15_1967.jpg
185,"(25, 32)",Male,wiki_crop/93/46866293_1941-07-10_2006.jpg
186,"(25, 32)",Female,wiki_crop/01/43136001_1992-12-07_2013.jpg
187,"(8, 12)",Male,wiki_crop/94/3936094_1987-04-02_2015.jpg
188,"(38, 43)",Male,wiki_crop/99/32881399_1981-10-27_2011.jpg
189,"(4, 6)",Female,wiki_crop/06/23549906_1978-11-01_2011.jpg
190,"(25, 32)",Male,wiki_crop/86/42609186_1983-11-02_2014.jpg
191,"(25, 32)",Male,wiki_crop/47/30034447_1957-04-20_2011.jpg
192,"(25, 32)",Male,wiki_crop/41/36539741_1968-10-14_2011.jpg
193,"(60, 100)",Male,wiki_crop/50/1464550_1922-12-28_2010.jpg
194,"(60, 100)",Male,wiki_crop/54/1340754_1942-10-19_2010.jpg
195,"(8, 12)",Female,wiki_crop/68/33246368_1974-04-06_2014.jpg
196,"(25, 32)",Female,wiki_crop/58/28138758_1994-05-25_2012.jpg
197,"(38, 43)",Male,wiki_crop/71/35647471_1988-06-27_2014.jpg
198,"(25, 32)",Male,wiki_crop/26/25636426_1994-03-05_2015.jpg
199,"(25, 32)",Male,wiki_crop/09/22705009_1987-03-06_2013.jpg
200,"(25, 32)",Male,wiki_crop/63/12707763_1983-07-27_2010.jpg
201,"(25, 32)",Male,wiki_crop/20/13030520_1981-02-01_2007.jpg
202,"(25, 32)",Male,wiki_crop/82/537682_1984-03-24_2011.jpg
203,"(25, 32)",Male,wiki_crop/69/45648469_1994-05-24_2015.jpg
204,"(25, 32)",Male,wiki_crop/49/17651049_1985-06-07_2012.jpg
205,"(25, 32)",Male,wiki_crop/79/24777979_1971-01-22_2010.jpg
206,"(38, 43)",Female,wiki_crop/89/4272289_1935-12-05_1964.jpg
207,"(25, 32)",Female,wiki_crop/67/6130967_1980-02-16_2008.jpg
208,"(8, 12)",Male,wiki_crop/01/4061101_1984-06-07_2010.jpg
209,"(25, 32)",Male,wiki_crop/06/19480906_1984-03-03_2015.jpg
210,"(38, 43)",Male,wiki_crop/69/2073269_1953-01-14_2014.jpg
211,"(15, 20)",Male,wiki_crop/76/23971676_1990-11-16_2011.jpg
212,"(25, 32)",Male,wiki_crop/31/19675531_1980-03-04_2013.jpg
213,"(60, 100)",Male,wiki_crop/95/30403095_1945-10-05_2010.jpg
214,"(25, 32)",Female,wiki_crop/37/3008837_1961-03-31_2002.jpg
215,"(25, 32)",Female,wiki_crop/23/2556623_1961-11-09_2013.jpg
216,"(25, 32)",Female,wiki_crop/87/39799987_1947-11-23_1967.jpg
217,"(25, 32)",Male,wiki_crop/73/4806773_1983-04-25_2011.jpg
218,"(25, 32)",Female,wiki_crop/59/5211859_1928-07-30_2012.jpg
219,"(15, 20)",Male,wiki_crop/74/620774_1949-09-11_1970.jpg
220,"(8, 12)",Male,wiki_crop/13/2529113_1976-11-08_2007.jpg
221,"(38, 43)",Male,wiki_crop/41/1637041_1975-09-16_2008.jpg
222,"(25, 32)",Female,wiki_crop/98/1405498_1983-04-04_2009.jpg
223,"(8, 12)",Female,wiki_crop/60/46845760_1971-11-07_2012.jpg
224,"(25, 32)",Male,wiki_crop/45/685945_1970-05-15_2011.jpg
225,"(25, 32)",Male,wiki_crop/95/335195_1964-05-13_2014.jpg
226,"(25, 32)",Male,wiki_crop/45/12152545_1987-07-18_2015.jpg
227,"(60, 100)",Male,wiki_crop/62/28033262_1922-03-18_2003.jpg
228,"(60, 100)",Female,wiki_crop/86/585086_1926-04-22_1988.jpg
229,"(38, 43)",Male,wiki_crop/72/16722272_1985-04-26_2013.jpg
230,"(38, 43)",Male,wiki_crop/71/775271_1959-09-16_2011.jpg
231,"(25, 32)",Female,wiki_crop/13/19197013_1992-02-09_2012.jpg
232,"(25, 32)",Male,wiki_crop/48/31149948_1988-06-18_2014.jpg
233,"(25, 32)",Female,wiki_crop/11/7418911_1976-05-07_2008.jpg
234,"(25, 32)",Male,wiki_crop/23/16340523_1976-06-26_2009.jpg
235,"(25, 32)",Male,wiki_crop/23/16340523_1976-06-26_2009.jpg
236,"(15, 20)",Male,wiki_crop/50/36659150_1981-12-02_2011.jpg
237,"(25, 32)",Female,wiki_crop/08/437008_1954-03-01_2007.jpg
238,"(8, 12)",Female,wiki_crop/51/2336051_1947-02-21_2014.jpg
239,"(25, 32)",Female,wiki_crop/81/3094381_1969-04-27_2012.jpg
240,"(8, 12)",Male,wiki_crop/21/27295021_1987-01-31_2008.jpg
241,"(25, 32)",Female,wiki_crop/82/34471782_1983-01-25_2011.jpg
242,"(38, 43)",Male,wiki_crop/98/17643998_1947-09-07_2011.jpg
243,"(25, 32)",Female,wiki_crop/00/41577800_1931-03-11_1957.jpg
244,"(25, 32)",Male,wiki_crop/40/14793840_1982-05-01_2014.jpg
245,"(38, 43)",Male,wiki_crop/60/2367160_1963-01-11_2004.jpg
246,"(15, 20)",Female,wiki_crop/12/1671212_1968-05-08_1995.jpg
247,"(25, 32)",Female,wiki_crop/96/5454396_1984-10-01_2015.jpg
248,"(48, 53)",Male,wiki_crop/36/4452336_1917-08-13_1943.jpg
249,"(25, 32)",Female,wiki_crop/53/3903553_1981-04-07_2009.jpg
250,"(25, 32)",Male,wiki_crop/12/32012912_1979-05-29_2009.jpg
251,"(25, 32)",Male,wiki_crop/54/28645054_1984-10-15_2012.jpg
252,"(25, 32)",Male,wiki_crop/87/5544787_1956-04-26_2007.jpg
253,"(38, 43)",Male,wiki_crop/09/2980109_1918-01-21_1972.jpg
254,"(8, 12)",Male,wiki_crop/92/38975792_1988-05-11_2008.jpg
255,"(25, 32)",Male,wiki_crop/78/29486678_1985-07-06_2014.jpg
256,"(25, 32)",Male,wiki_crop/81/11452081_1974-04-10_2014.jpg
257,"(25, 32)",Male,wiki_crop/68/1327568_1987-06-24_2006.jpg
258,"(25, 32)",Female,wiki_crop/62/1767762_1983-02-18_2011.jpg
259,"(25, 32)",Male,wiki_crop/08/37857508_1931-01-26_2010.jpg
260,"(15, 20)",Male,wiki_crop/44/17402144_1983-03-08_2011.jpg
261,"(25, 32)",Female,wiki_crop/40/33628340_1972-07-25_2011.jpg
262,"(38, 43)",Male,wiki_crop/54/448854_1958-02-21_2012.jpg
263,"(38, 43)",Female,wiki_crop/94/13060494_1967-02-23_2007.jpg
264,"(25, 32)",Female,wiki_crop/07/9358807_1980-12-28_2010.jpg
265,"(4, 6)",Female,wiki_crop/38/28020238_1903-02-23_1952.jpg
266,"(25, 32)",Male,wiki_crop/30/6749930_1981-11-01_2010.jpg
267,"(15, 20)",Male,wiki_crop/05/308405_1966-11-29_2008.jpg
268,"(8, 12)",Male,wiki_crop/68/2822968_1970-06-01_2011.jpg
269,"(8, 12)",Male,wiki_crop/24/3770724_1972-06-28_2015.jpg
270,"(25, 32)",Male,wiki_crop/50/17015650_1972-04-09_2012.jpg
271,"(25, 32)",Male,wiki_crop/05/538605_1977-08-02_2010.jpg
272,"(25, 32)",Male,wiki_crop/78/2894578_1963-07-02_1996.jpg
273,"(60, 100)",Female,wiki_crop/81/2542281_1936-09-29_2009.jpg
274,"(48, 53)",Male,wiki_crop/96/4137796_1945-05-02_2010.jpg
275,"(60, 100)",Male,wiki_crop/71/5320071_1986-04-12_2014.jpg
276,"(15, 20)",Male,wiki_crop/41/365841_1928-08-10_1960.jpg
277,"(25, 32)",Female,wiki_crop/83/1530083_1959-02-04_1972.jpg
278,"(4, 6)",Female,wiki_crop/15/45071215_1994-01-25_2013.jpg
279,"(60, 100)",Male,wiki_crop/78/34078_1971-10-29_2012.jpg
280,"(38, 43)",Female,wiki_crop/78/9663278_1936-02-03_1977.jpg
281,"(25, 32)",Male,wiki_crop/63/6150063_1981-01-26_2010.jpg
282,"(0, 2)",Male,wiki_crop/04/4950404_1982-07-13_2014.jpg
283,"(25, 32)",Female,wiki_crop/36/540236_1968-12-22_2012.jpg
284,"(38, 43)",Male,wiki_crop/39/8034539_1985-10-06_2011.jpg
285,"(4, 6)",Male,wiki_crop/28/3104328_1982-10-03_2010.jpg
286,"(60, 100)",Male,wiki_crop/18/641118_1941-05-31_2011.jpg
287,"(8, 12)",Male,wiki_crop/65/17633565_1902-10-24_1942.jpg
288,"(38, 43)",Male,wiki_crop/16/14278316_1947-11-18_2015.jpg
289,"(60, 100)",Male,wiki_crop/95/8095_1938-01-10_2005.jpg
290,"(8, 12)",Male,wiki_crop/70/45689870_1988-03-17_2014.jpg
291,"(38, 43)",Male,wiki_crop/53/34885853_1987-02-27_2015.jpg
292,"(25, 32)",Male,wiki_crop/69/8839169_1984-01-25_2014.jpg
293,"(25, 32)",Male,wiki_crop/01/15140801_1973-01-12_2014.jpg
294,"(25, 32)",Male,wiki_crop/84/9110284_1980-09-19_2010.jpg
295,"(48, 53)",Male,wiki_crop/85/510585_1928-06-26_2010.jpg
296,"(25, 32)",Male,wiki_crop/44/13924244_1986-11-26_2015.jpg
297,"(48, 53)",Male,wiki_crop/71/2146971_1945-03-24_2009.jpg
298,"(15, 20)",Male,wiki_crop/34/9197034_1944-10-04_1965.jpg
299,"(38, 43)",Male,wiki_crop/22/35875322_1988-07-11_2014.jpg
300,"(25, 32)",Male,wiki_crop/81/4470981_1948-12-11_2010.jpg
301,"(25, 32)",Male,wiki_crop/05/31444505_1985-06-08_2014.jpg
302,"(38, 43)",Male,wiki_crop/43/681143_1974-03-28_2015.jpg
303,"(25, 32)",Female,wiki_crop/01/18684801_1990-09-04_2009.jpg
304,"(25, 32)",Male,wiki_crop/76/38180676_1991-07-16_2012.jpg
305,"(25, 32)",Male,wiki_crop/07/9025907_1914-04-17_1940.jpg
306,"(38, 43)",Male,wiki_crop/78/1151078_1940-12-07_1983.jpg
307,"(25, 32)",Female,wiki_crop/54/33992754_1985-03-20_2015.jpg
308,"(8, 12)",Male,wiki_crop/26/207926_1930-06-05_2007.jpg
309,"(25, 32)",Male,wiki_crop/34/11653234_1986-12-23_2012.jpg
310,"(60, 100)",Female,wiki_crop/12/1687912_1941-12-03_1993.jpg
311,"(38, 43)",Male,wiki_crop/55/339155_1968-05-26_2011.jpg
312,"(8, 12)",Female,wiki_crop/40/36672040_1982-11-16_2012.jpg
313,"(60, 100)",Male,wiki_crop/61/7535961_1967-10-29_2006.jpg
314,"(25, 32)",Male,wiki_crop/68/25337768_1987-07-15_2014.jpg
315,"(25, 32)",Male,wiki_crop/00/708900_1971-05-09_2010.jpg
316,"(8, 12)",Male,wiki_crop/57/36606257_1988-05-28_2015.jpg
317,"(4, 6)",Female,wiki_crop/66/18361366_1979-08-23_2012.jpg
318,"(25, 32)",Male,wiki_crop/76/337976_1947-06-21_2011.jpg
319,"(4, 6)",Male,wiki_crop/91/1846791_1944-09-23_2007.jpg
320,"(48, 53)",Male,wiki_crop/86/2786_1921-05-21_1989.jpg
321,"(25, 32)",Male,wiki_crop/20/9412520_1983-03-24_2015.jpg
322,"(8, 12)",Male,wiki_crop/26/43712926_1994-04-24_2014.jpg
323,"(8, 12)",Male,wiki_crop/15/32993515_1985-07-30_2012.jpg
324,"(25, 32)",Male,wiki_crop/68/16477368_1984-10-25_2014.jpg
325,"(25, 32)",Female,wiki_crop/73/5353873_1980-09-07_2012.jpg
326,"(8, 12)",Male,wiki_crop/02/40106102_1995-09-24_2013.jpg
327,"(4, 6)",Male,wiki_crop/62/36377862_1987-06-21_2013.jpg
328,"(25, 32)",Female,wiki_crop/49/9279949_1989-07-01_2015.jpg
329,"(25, 32)",Female,wiki_crop/08/785208_1966-07-29_1995.jpg
330,"(38, 43)",Male,wiki_crop/92/11942292_1980-02-25_2009.jpg
331,"(25, 32)",Female,wiki_crop/43/32747043_1992-10-20_2013.jpg
332,"(15, 20)",Female,wiki_crop/21/6612721_1968-04-29_2007.jpg
333,"(8, 12)",Male,wiki_crop/52/5377252_1969-01-28_1996.jpg
334,"(25, 32)",Female,wiki_crop/82/1181282_1950-10-15_2013.jpg
335,"(8, 12)",Male,wiki_crop/62/21035262_1960-04-02_2012.jpg
336,"(38, 43)",Male,wiki_crop/04/6808904_1951-06-10_1970.jpg
337,"(60, 100)",Male,wiki_crop/41/2967241_1943-08-21_2008.jpg
338,"(0, 2)",Male,wiki_crop/50/70250_1928-08-15_2008.jpg
339,"(8, 12)",Female,wiki_crop/89/16489_1941-06-24_2008.jpg
340,"(38, 43)",Male,wiki_crop/71/34320771_1983-01-20_2012.jpg
341,"(38, 43)",Male,wiki_crop/13/11777413_1895-10-20_1945.jpg
342,"(8, 12)",Male,wiki_crop/87/13791087_1950-02-27_1978.jpg
343,"(8, 12)",Female,wiki_crop/59/361959_1973-03-02_2006.jpg
344,"(8, 12)",Male,wiki_crop/52/887152_1948-02-05_1981.jpg
345,"(4, 6)",Male,wiki_crop/41/1191741_1906-06-11_1945.jpg
346,"(25, 32)",Male,wiki_crop/49/6153449_1987-07-21_2013.jpg
347,"(25, 32)",Male,wiki_crop/85/41689885_1994-02-25_2015.jpg
348,"(25, 32)",Female,wiki_crop/37/17926137_1990-04-12_2009.jpg
349,"(25, 32)",Male,wiki_crop/15/1770815_1977-05-22_2007.jpg
350,"(25, 32)",Male,wiki_crop/01/16788401_1960-07-01_2010.jpg
